prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,district
8 Kinrara,2900,Kuala Lumpur - Puchong,Service Residence,3.0,2.0,2.0,1096 sq.ft.,Kuala Lumpur
The Scott Garden,1299,Kuala Lumpur - Old Klang Road,Duplex,1.0,1.0,2.0,775 sq.ft.,Kuala Lumpur
Lido Residency,2000,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,996 sq.ft.,Kuala Lumpur
Taman Setapak Indah Fasa 7,1000,Kuala Lumpur - Setapak,Flat,3.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Majestic Maxim,1600,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,670 sq.ft.,Kuala Lumpur
Lido Residency,1600,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
Flat Danau Kota,1100,Kuala Lumpur - Setapak,Apartment,3.0,1.0,1.0,850 sq.ft.,Kuala Lumpur
PV18 Residence,1600,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,926 sq.ft.,Kuala Lumpur
Villa Putra Putri,1400,Kuala Lumpur - Ampang,Condominium,2.0,1.0,1.0,958 sq.ft.,Kuala Lumpur
3 Residen,2600,Kuala Lumpur - Taman Melawati,Condominium,2.0,2.0,2.0,1206 sq.ft.,Kuala Lumpur
The Nest Residences,2200,Kuala Lumpur - Old Klang Road,Condominium,3.0,1.0,2.0,915 sq.ft.,Kuala Lumpur
The Lumayan Apartment,1600,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,830 sq.ft.,Kuala Lumpur
Bayu Tasik 2,1500,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,960 sq.ft.,Kuala Lumpur
Residency V,2200,Kuala Lumpur - Old Klang Road,Service Residence,3.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
Southbank Residence,1900,Kuala Lumpur - Old Klang Road,Service Residence,2.0,,2.0,770 sq.ft.,Kuala Lumpur
Majestic Maxim,1500,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
M Vertica,2800,Kuala Lumpur - Cheras,Condominium,4.0,2.0,2.0,1000 sq.ft.,Kuala Lumpur
"The Veo, Kuala Lumpur",4300,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,1442 sq.ft.,Kuala Lumpur
Queensville,1500,Kuala Lumpur - Cheras,Condominium,1.0,2.0,1.0,526 sq.ft.,Kuala Lumpur
Dahlia Apartment (Ampang),1100,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,787 sq.ft.,Kuala Lumpur
Emerald Hills,2000,Kuala Lumpur - Cheras,Condominium,2.0,2.0,2.0,893 sq.ft.,Kuala Lumpur
Lavile,2600,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Bayu Tasik 1,1300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
The Sky Residence @ Shamelin,1700,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,668 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2000,Kuala Lumpur - Setapak,Service Residence,4.0,2.0,2.0,1100 sq.ft.,Kuala Lumpur
Mentari Condominium,1700,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1025 sq.ft.,Kuala Lumpur
Parc 3,2200,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,737 sq.ft.,Kuala Lumpur
Cengal Condominium,1550,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Pangsapuri Desa Tenaga,1000,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Mentari Condominium,1700,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1025 sq.ft.,Kuala Lumpur
Sunway Velocity,3000,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1068 sq.ft.,Kuala Lumpur
Lido Residency,1600,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,962 sq.ft.,Kuala Lumpur
Perdana Villa (Pandan Perdana),1100,Kuala Lumpur - Cheras,Apartment,2.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,1500,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,884 sq.ft.,Kuala Lumpur
Majestic Maxim,1200,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Brem Park 1,1500,Kuala Lumpur - Old Klang Road,Condominium,3.0,1.0,2.0,1600 sq.ft.,Kuala Lumpur
The Scott Garden,1300,Kuala Lumpur - Old Klang Road,Duplex,1.0,1.0,2.0,775 sq.ft.,Kuala Lumpur
Suasana Lumayan,1750,Kuala Lumpur - Cheras,Condominium,4.0,1.0,2.0,1142 sq.ft.,Kuala Lumpur
Ascenda Residences @ SkyArena Setapak,2650,Kuala Lumpur - Setapak,Condominium,3.0,2.0,2.0,908 sq.ft.,Kuala Lumpur
Desa Angkasa,3200,Kuala Lumpur - Ampang Hilir,Condominium,2.0,1.0,2.0,1227 sq.ft.,Kuala Lumpur
Mentari Condominium,1700,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1025 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),900,Kuala Lumpur - Cheras,Flat,3.0,,2.0,650 sq.ft.,Kuala Lumpur
PV18 Residence,1400,Kuala Lumpur - Setapak,Service Residence,3.0,,2.0,926 sq.ft.,Kuala Lumpur
Laman Midah,1100,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,850 sq.ft.,Kuala Lumpur
Majestic Maxim,1400,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,700 sq.ft.,Kuala Lumpur
Saville,1650,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,980 sq.ft.,Kuala Lumpur
taman bukit anggerik,650,Kuala Lumpur - Cheras,Flat,2.0,,1.0,680 sq.ft.,Kuala Lumpur
10 Semantan,1600,Kuala Lumpur - Damansara Heights,Service Residence,1.0,1.0,1.0,520 sq.ft.,Kuala Lumpur
Sri Angsana Hilir,1300,Kuala Lumpur - Ampang,Condominium,3.0,1.0,2.0,1100 sq.ft.,Kuala Lumpur
Bayu Tasik 1,1400,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,928 sq.ft.,Kuala Lumpur
M Vertica,2300,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,900 sq.ft.,Kuala Lumpur
Putra Suria Residence,1200,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
Queensville,1700,Kuala Lumpur - Cheras,Condominium,1.0,2.0,1.0,726 sq.ft.,Kuala Lumpur
M Vertica,1750,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,850 sq.ft.,Kuala Lumpur
Sri Pelangi (Jalan Genting Kelang),288000,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,927 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2200,Kuala Lumpur - Setapak,Service Residence,3.0,,2.0,1000 sq.ft.,Kuala Lumpur
Taman Pertama (Cheras),1000,Kuala Lumpur - Cheras,Flat,3.0,,2.0,1400 sq.ft.,Kuala Lumpur
The Scott Soho,1300,Kuala Lumpur - Old Klang Road,Service Residence,1.0,1.0,2.0,775 sq.ft.,Kuala Lumpur
Platinum Lake PV 21,1200,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,900 sq.ft.,Kuala Lumpur
10 Semantan,1600,Kuala Lumpur - Damansara Heights,Service Residence,1.0,,1.0,520 sq.ft.,Kuala Lumpur
3 Residen,2600,Kuala Lumpur - Taman Melawati,Condominium,2.0,2.0,2.0,1206 sq.ft.,Kuala Lumpur
Serini Melawati,3000,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,1367 sq.ft.,Kuala Lumpur
M Suites,1600,Kuala Lumpur - Ampang Hilir,Service Residence,1.0,1.0,1.0,502 sq.ft.,Kuala Lumpur
The Scott Soho,1800,Kuala Lumpur - Old Klang Road,Service Residence,1.0,1.0,2.0,775 sq.ft.,Kuala Lumpur
M Vertica,2800,Kuala Lumpur - Cheras,Condominium,4.0,2.0,2.0,1000 sq.ft.,Kuala Lumpur
Serini Melawati,3000,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,1367 sq.ft.,Kuala Lumpur
The Scott Garden,1500,Kuala Lumpur - Old Klang Road,Duplex,1.0,,2.0,775 sq.ft.,Kuala Lumpur
CitiZen,1600,Kuala Lumpur - Old Klang Road,Service Residence,2.0,1.0,2.0,725 sq.ft.,Kuala Lumpur
Cendana Apartment,1200,Kuala Lumpur - Cheras,Apartment,2.0,1.0,1.0,650 sq.ft.,Kuala Lumpur
Angkasa Condominiums,1300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,1000,Kuala Lumpur - Setapak,Service Residence,1.0,,1.0,300 sq.ft.,Kuala Lumpur
Platinum Lake PV8,100,Kuala Lumpur - Setapak,Condominium,1.0,1.0,1.0,1 sq.ft.,Kuala Lumpur
Cheras Awana Flat,750,Kuala Lumpur - Cheras,Flat,3.0,1.0,2.0,700 sq.ft.,Kuala Lumpur
Jasmin,1500,Kuala Lumpur - Setapak,Apartment,3.0,,2.0,950 sq.ft.,Kuala Lumpur
CitiZen,1900,Kuala Lumpur - Old Klang Road,Service Residence,2.0,1.0,2.0,750 sq.ft.,Kuala Lumpur
Serini Melawati,2000,Kuala Lumpur - Taman Melawati,Service Residence,2.0,,1.0,633 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2000,Kuala Lumpur - Setapak,Service Residence,4.0,,2.0,1100 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,2200,Kuala Lumpur - Setapak,Service Residence,4.0,,3.0,1300 sq.ft.,Kuala Lumpur
PV9 Residences @ Taman Melati,1800,Kuala Lumpur - Setapak,Service Residence,3.0,,2.0,1000 sq.ft.,Kuala Lumpur
Residency V,2400,Kuala Lumpur - Old Klang Road,Service Residence,3.0,2.0,2.0,909 sq.ft.,Kuala Lumpur
EkoCheras Service Apartment,250,Kuala Lumpur - Cheras,Service Residence,1.0,1.0,1.0,700 sq.ft.,Kuala Lumpur
Residensi Akasia Permaisuri,1400,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,807 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),900,Kuala Lumpur - Cheras,Apartment,3.0,,1.0,650 sq.ft.,Kuala Lumpur
V Residence Suites,2400,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,1.0,694 sq.ft.,Kuala Lumpur
Residensi Akasia Permaisuri,1400,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,807 sq.ft.,Kuala Lumpur
Taman Lensen,1400,Kuala Lumpur - Cheras,Apartment,4.0,1.0,2.0,1600 sq.ft.,Kuala Lumpur
Lido Residency,1600,Kuala Lumpur - Cheras,Condominium,2.0,,2.0,930 sq.ft.,Kuala Lumpur
Pangsapuri Sri Penara,900,Kuala Lumpur - Cheras,Flat,3.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Maxim Residences,1400,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
D'Suria Condominium,2400,Kuala Lumpur - Ampang,Condominium,4.0,2.0,3.0,1264 sq.ft.,Kuala Lumpur
Pangsapuri Desa Tenaga,1000,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Angkasa Condominiums,1600,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
Majestic Maxim,1500,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Zamrud Apartment,1200,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,1170 sq.ft.,Kuala Lumpur
Ascadia Lake View,1100,Kuala Lumpur - Ampang Hilir,Apartment,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
3 Residen,2600,Kuala Lumpur - Taman Melawati,Condominium,2.0,2.0,2.0,1206 sq.ft.,Kuala Lumpur
Pangsapuri Sri Penara,1100,Kuala Lumpur - Cheras,Flat,3.0,,2.0,650 sq.ft.,Kuala Lumpur
Sutera Maya,1800,Kuala Lumpur - Old Klang Road,Condominium,4.0,,2.0,1341 sq.ft.,Kuala Lumpur
Prisma Cheras,950,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,900 sq.ft.,Kuala Lumpur
Majestic Maxim,1250,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,819 sq.ft.,Kuala Lumpur
Seri Mas (Cheras),1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,867 sq.ft.,Kuala Lumpur
Ketumbar Heights,1300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,903 sq.ft.,Kuala Lumpur
Suria Jelatek Residence,3500,Kuala Lumpur - Ampang Hilir,Condominium,1.0,2.0,1.0,736 sq.ft.,Kuala Lumpur
Amaya Maluri,2300,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,920 sq.ft.,Kuala Lumpur
Desaku 3 Condominium,1500,Kuala Lumpur - Taman Melawati,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Bayu Tasik 1,1400,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,920 sq.ft.,Kuala Lumpur
Perdana Villa (Pandan Perdana),1000,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,806 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),950,Kuala Lumpur - Cheras,Apartment,3.0,1.0,1.0,650 sq.ft.,Kuala Lumpur
The Holmes,1650,Kuala Lumpur - Cheras,Condominium,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
Pandan Perdana,830,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,850 sq.ft.,Kuala Lumpur
Taman Desa Cheras,900,Kuala Lumpur - Cheras,Apartment,3.0,1.0,1.0,750 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),750,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,657 sq.ft.,Kuala Lumpur
Suria Jelatek Residence,1800,Kuala Lumpur - Ampang Hilir,Condominium,3.0,1.0,2.0,1421 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,1400,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
KL Traders Square Residences,2200,Kuala Lumpur - Gombak,Service Residence,4.0,2.0,2.0,1049 sq.ft.,Kuala Lumpur
Vista Langkawi @ PV18,1500,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,926 sq.ft.,Kuala Lumpur
Queensville,1200,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,556 sq.ft.,Kuala Lumpur
The Mark,1500,Kuala Lumpur - Cheras,Condominium,1.0,2.0,1.0,618 sq.ft.,Kuala Lumpur
PPR Desa Rejang,800,Kuala Lumpur - Setapak,Flat,3.0,,2.0,700 sq.ft.,Kuala Lumpur
Platinum Victory Lake City PV 13,2000,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,1313 sq.ft.,Kuala Lumpur
Sommerset Close,2800,Kuala Lumpur - Cheras,Townhouse Condo,3.0,1.0,3.0,1786 sq.ft.,Kuala Lumpur
Taman Suria Setapak,1000,Kuala Lumpur - Setapak,Others,2.0,,2.0,1000 sq.ft.,Kuala Lumpur
Indah Apartments (Taman Setapak Indah),1200,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,1000 sq.ft.,Kuala Lumpur
PPR Taman Mulia,800,Kuala Lumpur - Cheras,Flat,2.0,,1.0,600 sq.ft.,Kuala Lumpur
Bayu Tasik 2,1500,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,920 sq.ft.,Kuala Lumpur
Emerald Hills,2000,Kuala Lumpur - Cheras,Condominium,2.0,2.0,2.0,893 sq.ft.,Kuala Lumpur
Southbank Residence,2200,Kuala Lumpur - Old Klang Road,Service Residence,3.0,,2.0,953 sq.ft.,Kuala Lumpur
M Vertica,2800,Kuala Lumpur - Cheras,Condominium,4.0,2.0,2.0,1000 sq.ft.,Kuala Lumpur
Prisma Cheras,1100,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,900 sq.ft.,Kuala Lumpur
Queensville,1300,Kuala Lumpur - Cheras,Condominium,1.0,2.0,1.0,526 sq.ft.,Kuala Lumpur
Sri Angsana Hilir,1400,Kuala Lumpur - Ampang,Condominium,3.0,1.0,2.0,1042 sq.ft.,Kuala Lumpur
Lido Residency,2100,Kuala Lumpur - Cheras,Condominium,2.0,1.0,2.0,969 sq.ft.,Kuala Lumpur
Majestic Maxim,1600,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,819 sq.ft.,Kuala Lumpur
Maxim Residences,1400,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
CitiZen,2400,Kuala Lumpur - Old Klang Road,Service Residence,3.0,,2.0,1094 sq.ft.,Kuala Lumpur
The Elements,2400,Kuala Lumpur - Ampang,Service Residence,3.0,,3.0,1410 sq.ft.,Kuala Lumpur
Pandan Puteri,1500,Kuala Lumpur - Ampang,Condominium,3.0,1.0,2.0,1010 sq.ft.,Kuala Lumpur
Meranti Apartments,850,Kuala Lumpur - Sri Damansara,Apartment,3.0,,2.0,650 sq.ft.,Kuala Lumpur
Eko Cheras Mall Residence,2400,Kuala Lumpur - Cheras,Service Residence,1.0,1.0,2.0,762 sq.ft.,Kuala Lumpur
EkoCheras Service Apartment,2000,Kuala Lumpur - Cheras,Service Residence,1.0,1.0,1.0,762 sq.ft.,Kuala Lumpur
Taman Sri Sentosa,850,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Reizz Residence,2000,Kuala Lumpur - Ampang Hilir,Service Residence,2.0,1.0,1.0,700 sq.ft.,Kuala Lumpur
Majestic Maxim,1200,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,650 sq.ft.,Kuala Lumpur
Sunway Velocity,2500,Kuala Lumpur - Cheras,Condominium,2.0,1.0,1.0,700 sq.ft.,Kuala Lumpur
Parc 3,2200,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,725 sq.ft.,Kuala Lumpur
Serini Melawati,3000,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,1376 sq.ft.,Kuala Lumpur
Queensville,1700,Kuala Lumpur - Cheras,Condominium,1.0,1.0,1.0,726 sq.ft.,Kuala Lumpur
Avant Court,1100,Kuala Lumpur - Old Klang Road,Apartment,3.0,1.0,2.0,1173 sq.ft.,Kuala Lumpur
Lavile,3700,Kuala Lumpur - Cheras,Service Residence,3.0,,2.0,860 sq.ft.,Kuala Lumpur
Lavile,2800,Kuala Lumpur - Cheras,Service Residence,2.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
The Meritz,4500,Kuala Lumpur - Ampang,Condominium,2.0,,2.0,1400 sq.ft.,Kuala Lumpur
Pangsapuri Cemara (Cheras),1100,Kuala Lumpur - Cheras,Apartment,3.0,1.0,2.0,730 sq.ft.,Kuala Lumpur
Bukit Mas Apartment,1400,Kuala Lumpur - Taman Melawati,Apartment,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
CitiZen,1799,Kuala Lumpur - Old Klang Road,Service Residence,2.0,,2.0,725 sq.ft.,Kuala Lumpur
D-Villa Residence (Holiday Villa),2600,Kuala Lumpur - Ampang,Condominium,2.0,1.0,1.0,1200 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,1500,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Vista Danau Kota,2100,Kuala Lumpur - Setapak,Apartment,3.0,,2.0,829 sq.ft.,Kuala Lumpur
Serini Melawati,2000,Kuala Lumpur - Taman Melawati,Service Residence,2.0,2.0,1.0,633 sq.ft.,Kuala Lumpur
Seri Mas (Cheras),1280,Kuala Lumpur - Cheras,Condominium,3.0,,2.0,867 sq.ft.,Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1400,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Estana Court,1600,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,882 sq.ft.,Kuala Lumpur
Bayu Tasik 2,1300,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,800 sq.ft.,Kuala Lumpur
Taman Mulia,850,Kuala Lumpur - Cheras,Flat,2.0,,1.0,660 sq.ft.,Kuala Lumpur
Twins @ Damansara Heights,3400,Kuala Lumpur - Damansara Heights,Condominium,2.0,2.0,2.0,1203 sq.ft.,Kuala Lumpur
Saville,1650,Kuala Lumpur - Taman Melawati,Service Residence,3.0,1.0,2.0,980 sq.ft.,Kuala Lumpur
Ketumbar Heights,1350,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,755 sq.ft.,Kuala Lumpur
Damansara Foresta,4000,Kuala Lumpur - Sri Damansara,Condominium,4.0,3.0,5.0,3150 sq.ft.,Kuala Lumpur
Damansara Foresta,2600,Kuala Lumpur - Sri Damansara,Condominium,3.0,2.0,3.0,1610 sq.ft.,Kuala Lumpur
The Mark,2300,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1166 sq.ft.,Kuala Lumpur
Majestic Maxim,1600,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,819 sq.ft.,Kuala Lumpur
Pangsapuri Ukay Indah,820,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,650 sq.ft.,Kuala Lumpur
Pandan Heights Condominium,1200,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,857 sq.ft.,Kuala Lumpur
Bam Villa,1800,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1109 sq.ft.,Kuala Lumpur
Bam Villa,1400,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1100 sq.ft.,Kuala Lumpur
Sky Vista Residency,2000,Kuala Lumpur - Cheras,Condominium,4.0,2.0,3.0,1700 sq.ft.,Kuala Lumpur
Vistaria Residensi,2100,Kuala Lumpur - Ampang,Condominium,4.0,1.0,2.0,1300 sq.ft.,Kuala Lumpur
Reizz Residence,2300,Kuala Lumpur - Ampang Hilir,Service Residence,2.0,1.0,2.0,845 sq.ft.,Kuala Lumpur
Reizz Residence,2000,Kuala Lumpur - Ampang Hilir,Service Residence,2.0,1.0,1.0,697 sq.ft.,Kuala Lumpur
The Elements,1600,Kuala Lumpur - Ampang,Service Residence,1.0,1.0,1.0,640 sq.ft.,Kuala Lumpur
The Elements,1600,Kuala Lumpur - Ampang,Service Residence,1.0,1.0,1.0,540 sq.ft.,Kuala Lumpur
The Elements,1500,Kuala Lumpur - Ampang,Service Residence,1.0,1.0,1.0,520 sq.ft.,Kuala Lumpur
The Elements,2100,Kuala Lumpur - Ampang,Service Residence,2.0,1.0,2.0,1000 sq.ft.,Kuala Lumpur
The Elements,2200,Kuala Lumpur - Ampang,Service Residence,2.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
The Elements,2200,Kuala Lumpur - Ampang,Service Residence,2.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
D'Suria Condominium,2500,Kuala Lumpur - Ampang,Condominium,4.0,2.0,3.0,1264 sq.ft.,Kuala Lumpur
3 Towers,2500,Kuala Lumpur - Ampang Hilir,Service Residence,2.0,,2.0,890 sq.ft.,Kuala Lumpur
3 Towers,2000,Kuala Lumpur - Ampang Hilir,Condominium,1.0,,1.0,440 sq.ft.,Kuala Lumpur
Residensi Vista Wirajaya,1800,Kuala Lumpur - Setapak,Apartment,3.0,1.0,2.0,885 sq.ft.,Kuala Lumpur
Teratai Mewah Apartment,1000,Kuala Lumpur - Setapak,Apartment,3.0,,1.0,653 sq.ft.,Kuala Lumpur
Platinum Teratai Residence,1900,Kuala Lumpur - Setapak,Apartment,3.0,2.0,2.0,950 sq.ft.,Kuala Lumpur
Sri Harmonis Apartment,1150,Kuala Lumpur - Setapak,Apartment,3.0,,2.0,800 sq.ft.,Kuala Lumpur
Estana Court,1300,Kuala Lumpur - Ampang,Apartment,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
Tiara Mutiara 2,1750,Kuala Lumpur - Old Klang Road,Service Residence,3.0,1.0,2.0,933 sq.ft.,Kuala Lumpur
Tiara Mutiara 2,1499,Kuala Lumpur - Old Klang Road,Service Residence,3.0,1.0,2.0,807 sq.ft.,Kuala Lumpur
Flat taman rajawali,750,Kuala Lumpur - Cheras,Flat,2.0,,1.0,550 sq.ft.,Kuala Lumpur
M3 Residency,1600,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
Majestic Maxim,1700,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,819 sq.ft.,Kuala Lumpur
Serini Melawati,1500,Kuala Lumpur - Taman Melawati,Studio,1.0,,1.0,633 sq.ft.,Kuala Lumpur
Majestic Maxim,2400,Kuala Lumpur - Cheras,Service Residence,3.0,1.0,2.0,1100 sq.ft.,Kuala Lumpur
Platinum Hill PV 5,1600,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,1272 sq.ft.,Kuala Lumpur
Pangsapuri Sri Penara,950,Kuala Lumpur - Cheras,Flat,3.0,,2.0,650 sq.ft.,Kuala Lumpur
Platinum Hill PV 2,100,Kuala Lumpur - Setapak,Condominium,1.0,,1.0,100 sq.ft.,Kuala Lumpur
Maxim Residences,1300,Kuala Lumpur - Cheras,Service Residence,3.0,2.0,2.0,1050 sq.ft.,Kuala Lumpur
Pertiwi Indah,1500,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,1285 sq.ft.,Kuala Lumpur
Bayu Tasik 1,1099,Kuala Lumpur - Cheras,Condominium,3.0,1.0,2.0,926 sq.ft.,Kuala Lumpur
Platinum Hill PV 5,1600,Kuala Lumpur - Setapak,Condominium,4.0,1.0,2.0,1272 sq.ft.,Kuala Lumpur
Vista Langkawi @ PV18,1600,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,926 sq.ft.,Kuala Lumpur
Sky Awani 3,1200,Kuala Lumpur - Setapak,Condominium,3.0,1.0,2.0,850 sq.ft.,Kuala Lumpur
D28 Damansara,820,Kuala Lumpur - Damansara Heights,Condominium,1.0,1.0,1.0,600 sq.ft.,Kuala Lumpur
M3 Residency,1600,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,950 sq.ft.,Kuala Lumpur
Bandar Tasik Selatan (Low Cost),1100,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,650 sq.ft.,Kuala Lumpur
Pangsapuri Lestari,1350,Kuala Lumpur - Cheras,Apartment,3.0,,2.0,820 sq.ft.,Kuala Lumpur
Teratai Mewah Apartment,850,Kuala Lumpur - Setapak,Apartment,3.0,,1.0,712 sq.ft.,Kuala Lumpur
Vista Langkawi @ PV18,1500,Kuala Lumpur - Setapak,Service Residence,3.0,1.0,2.0,926 sq.ft.,Kuala Lumpur
Apartment Permai Puteri,1300,Kuala Lumpur - Ampang,Apartment,3.0,,2.0,883 sq.ft.,Kuala Lumpur
